Longitude_deg,Latitude_deg,Elevation_m,Temperature_C
86.9359,27.9701,6671.7616,-13.5005
86.9364,27.9701,6658.2174,-13.4124
86.9369,27.9701,6645.79,-13.3316
86.9374,27.9701,6634.2112,-13.2564
86.9379,27.9701,6623.0882,-13.1841
86.9384,27.9701,6611.9131,-13.1114
86.9389,27.9701,6600.0827,-13.0345
86.9394,27.9701,6586.9272,-12.949
86.9399,27.9701,6571.7477,-12.8504
86.9404,27.9701,6553.8596,-12.7341
86.9409,27.9701,6532.6383,-12.5961
86.9414,27.9701,6507.5634,-12.4332
86.9419,27.9701,6478.2588,-12.2427
86.9424,27.9701,6444.5228,-12.0234
86.9429,27.9701,6406.3469,-11.7753
86.9434,27.9701,6363.9209,-11.4995
86.9439,27.9701,6317.6245,-11.1986
86.9444,27.9701,6268.0043,-10.876
86.9449,27.9701,6215.7413,-10.5363
86.9455,27.9701,6161.6091,-10.1845
86.946,27.9701,6106.4283,-9.8258
86.9465,27.9701,6051.0211,-9.4656
86.947,27.9701,5996.1685,-9.1091
86.9475,27.9701,5942.5746,-8.7607
86.948,27.9701,5890.8396,-8.4245
86.9485,27.9701,5841.4423,-8.1034
86.949,27.9701,5794.7326,-7.7998
86.9495,27.9701,5750.9339,-7.5151
86.95,27.9701,5710.152,-7.25
86.9,27.9706,5660.9073,-6.9299
86.9005,27.9706,5687.2351,-7.101
86.901,27.9706,5714.4833,-7.2781
86.9015,27.9706,5742.6397,-7.4612
86.902,27.9706,5771.6886,-7.65
86.9025,27.9706,5801.6102,-7.8445
86.903,27.9706,5832.3805,-8.0445
86.9035,27.9706,5863.9714,-8.2498
86.904,27.9706,5896.3506,-8.4603
86.9045,27.9706,5929.4813,-8.6756
86.9051,27.9706,5963.3225,-8.8956
86.9056,27.9706,5997.8286,-9.1199
86.9061,27.9706,6032.9497,-9.3482
86.9066,27.9706,6068.6316,-9.5801
86.9071,27.9706,6104.8157,-9.8153
86.9076,27.9706,6141.4392,-10.0534
86.9081,27.9706,6178.4352,-10.2938
86.9086,27.9706,6215.7329,-10.5363
86.9091,27.9706,6253.2577,-10.7802
86.9096,27.9706,6290.9313,-11.0251
86.9101,27.9706,6328.6722,-11.2704
86.9106,27.9706,6366.3956,-11.5156
86.9111,27.9706,6404.0142,-11.7601
86.9116,27.9706,6441.4379,-12.0033
86.9121,27.9706,6478.5744,-12.2447
86.9126,27.9706,6515.3299,-12.4836
86.9131,27.9706,6551.6088,-12.7195
86.9136,27.9706,6587.3147,-12.9515
86.9141,27.9706,6622.3505,-13.1793
86.9146,27.9706,6656.6189,-13.402
86.9152,27.9706,6690.0227,-13.6191
86.9157,27.9706,6722.4655,-13.83
86.9162,27.9706,6753.8522,-14.034
86.9167,27.9706,6784.0891,-14.2306
86.9172,27.9706,6813.0847,-14.4191
86.9177,27.9706,6840.7499,-14.5989
86.9182,27.9706,6866.9987,-14.7695
86.9187,27.9706,6891.7484,-14.9304
86.9192,27.9706,6914.9204,-15.081
86.9197,27.9706,6936.4402,-15.2209
86.9202,27.9706,6956.2381,-15.3495
86.9207,27.9706,6974.2494,-15.4666
86.9212,27.9706,6990.4151,-15.5717
86.9217,27.9706,7004.6817,-15.6644
86.9222,27.9706,7017.0024,-15.7445
86.9227,27.9706,7027.3367,-15.8117
86.9232,27.9706,7035.6513,-15.8657
86.9237,27.9706,7041.9205,-15.9065
86.9242,27.9706,7046.1265,-15.9338
86.9247,27.9706,7048.2604,-15.9477
86.9253,27.9706,7048.323,-15.9481
86.9258,27.9706,7046.3257,-15.9351
86.9263,27.9706,7042.292,-15.9089
86.9268,27.9706,7036.259,-15.8697
86.9273,27.9706,7028.2796,-15.8178
86.9278,27.9706,7018.4245,-15.7538
86.9283,27.9706,7006.7849,-15.6781
86.9288,27.9706,6993.4756,-15.5916
86.9293,27.9706,6978.6368,-15.4951
86.9298,27.9706,6962.4371,-15.3898
86.9303,27.9706,6945.0745,-15.277
86.9308,27.9706,6926.7771,-15.1581
86.9313,27.9706,6907.8006,-15.0347
86.9318,27.9706,6888.4251,-14.9088
86.9323,27.9706,6868.9473,-14.7822
86.9328,27.9706,6849.6706,-14.6569
86.9333,27.9706,6830.8911,-14.5348
86.9338,27.9706,6812.8804,-14.4177
86.9343,27.9706,6795.8662,-14.3071
86.9348,27.9706,6780.0112,-14.2041
86.9354,27.9706,6765.3914,-14.109
86.9359,27.9706,6751.9781,-14.0219
86.9364,27.9706,6739.6222,-13.9415
86.9369,27.9706,6728.0462,-13.8663
86.9374,27.9706,6716.844,-13.7935
86.9379,27.9706,6705.491,-13.7197
86.9384,27.9706,6693.3636,-13.6409
86.9389,27.9706,6679.7699,-13.5525
86.9394,27.9706,6663.9883,-13.4499
86.9399,27.9706,6645.312,-13.3285
86.9404,27.9706,6623.0968,-13.1841
86.9409,27.9706,6596.807,-13.0132
86.9414,27.9706,6566.0565,-12.8134
86.9419,27.9706,6530.6401,-12.5832
86.9424,27.9706,6490.5529,-12.3226
86.9429,27.9706,6445.9962,-12.033
86.9434,27.9706,6397.3675,-11.7169
86.9439,27.9706,6345.238,-11.378
86.9444,27.9706,6290.3179,-11.0211
86.9449,27.9706,6233.4133,-10.6512
86.9455,27.9706,6175.3796,-10.274
86.946,27.9706,6117.0731,-9.895
86.9465,27.9706,6059.3079,-9.5195
86.947,27.9706,6002.8183,-9.1523
86.9475,27.9706,5948.2305,-8.7975
86.948,27.9706,5896.045,-8.4583
86.9485,27.9706,5846.6288,-8.1371
86.949,27.9706,5800.2172,-7.8354
86.9495,27.9706,5756.9241,-7.554
86.95,27.9706,5716.7569,-7.2929
86.9,27.9711,5679.0947,-7.0481
86.9005,27.9711,5706.4614,-7.226
86.901,27.9711,5734.7848,-7.4101
86.9015,27.9711,5764.0523,-7.6003
86.902,27.9711,5794.2474,-7.7966
86.9025,27.9711,5825.3497,-7.9988
86.903,27.9711,5857.3342,-8.2067
86.9035,27.9711,5890.1717,-8.4201
86.904,27.9711,5923.8286,-8.6389
86.9045,27.9711,5958.2666,-8.8627
86.9051,27.9711,5993.4432,-9.0914
86.9056,27.9711,6029.3109,-9.3245
86.9061,27.9711,6065.8179,-9.5618
86.9066,27.9711,6102.9078,-9.8029
86.9071,27.9711,6140.5197,-10.0474
86.9076,27.9711,6178.5884,-10.2948
86.9081,27.9711,6217.0442,-10.5448
86.9086,27.9711,6255.8137,-10.7968
86.9091,27.9711,6294.8192,-11.0503
86.9096,27.9711,6333.9794,-11.3049
86.9101,27.9711,6373.2095,-11.5599
86.9106,27.9711,6412.4216,-11.8147
86.9111,27.9711,6451.5245,-12.0689
86.9116,27.9711,6490.4249,-12.3218
86.9121,27.9711,6529.0269,-12.5727
86.9126,27.9711,6567.2327,-12.821
86.9131,27.9711,6604.9432,-13.0661
86.9136,27.9711,6642.0581,-13.3074
86.9141,27.9711,6678.4764,-13.5441
86.9146,27.9711,6714.097,-13.7756
86.9152,27.9711,6748.8189,-14.0013
86.9157,27.9711,6782.5419,-14.2205
86.9162,27.9711,6815.1672,-14.4326
86.9167,27.9711,6846.5972,-14.6369
86.9172,27.9711,6876.737,-14.8328
86.9177,27.9711,6905.4938,-15.0197
86.9182,27.9711,6932.7784,-15.1971
86.9187,27.9711,6958.5048,-15.3643
86.9192,27.9711,6982.5913,-15.5208
86.9197,27.9711,7004.9604,-15.6662
86.9202,27.9711,7025.5398,-15.8
86.9207,27.9711,7044.2624,-15.9217
86.9212,27.9711,7061.0668,-16.0309
86.9217,27.9711,7075.8979,-16.1273
86.9222,27.9711,7088.7071,-16.2106
86.9227,27.9711,7099.4531,-16.2804
86.9232,27.9711,7108.102,-16.3367
86.9237,27.9711,7114.6284,-16.3791
86.9242,27.9711,7119.0157,-16.4076
86.9247,27.9711,7121.2573,-16.4222
86.9253,27.9711,7121.3574,-16.4228
86.9258,27.9711,7119.3333,-16.4097
86.9263,27.9711,7115.2161,-16.3829
86.9268,27.9711,7109.0533,-16.3428
86.9273,27.9711,7100.9111,-16.2899
86.9278,27.9711,7090.8773,-16.2247
86.9283,27.9711,7079.0641,-16.1479
86.9288,27.9711,7065.6104,-16.0605
86.9293,27.9711,7050.6848,-15.9635
86.9298,27.9711,7034.487,-15.8582
86.9303,27.9711,7017.2476,-15.7461
86.9308,27.9711,6999.2268,-15.629
86.9313,27.9711,6980.7101,-15.5086
86.9318,27.9711,6962.0009,-15.387
86.9323,27.9711,6943.4098,-15.2662
86.9328,27.9711,6925.2404,-15.1481
86.9333,27.9711,6907.7715,-15.0345
86.9338,27.9711,6891.2365,-14.927
86.9343,27.9711,6875.8022,-14.8267
86.9348,27.9711,6861.5461,-14.734
86.9354,27.9711,6848.4375,-14.6488
86.9359,27.9711,6836.3214,-14.5701
86.9364,27.9711,6824.9103,-14.4959
86.9369,27.9711,6813.784,-14.4236
86.9374,27.9711,6802.3995,-14.3496
86.9379,27.9711,6790.1121,-14.2697
86.9384,27.9711,6776.2065,-14.1793
86.9389,27.9711,6759.937,-14.0736
86.9394,27.9711,6740.5736,-13.9477
86.9399,27.9711,6717.4517,-13.7974
86.9404,27.9711,6690.0194,-13.6191
86.9409,27.9711,6657.8797,-13.4102
86.9414,27.9711,6620.8239,-13.1694
86.9419,27.9711,6578.8509,-12.8965
86.9424,27.9711,6532.1734,-12.5931
86.9429,27.9711,6481.2077,-12.2618
86.9434,27.9711,6426.5502,-11.9066
86.9439,27.9711,6368.9414,-11.5321
86.9444,27.9711,6309.2216,-11.1439
86.9449,27.9711,6248.2817,-10.7478
86.9455,27.9711,6187.0141,-10.3496
86.946,27.9711,6126.2671,-9.9547
86.9465,27.9711,6066.8063,-9.5682
86.947,27.9711,6009.2853,-9.1944
86.9475,27.9711,5954.2274,-8.8365
86.948,27.9711,5902.0173,-8.4971
86.9485,27.9711,5852.9033,-8.1779
86.949,27.9711,5807.0074,-7.8795
86.9495,27.9711,5764.3416,-7.6022
86.95,27.9711,5724.8279,-7.3454
86.9,27.9716,5697.4355,-7.1673
86.9005,27.9716,5725.8499,-7.352
86.901,27.9716,5755.2576,-7.5432
86.9015,27.9716,5785.6455,-7.7407
86.902,27.9716,5816.9966,-7.9445
86.9025,27.9716,5849.2895,-8.1544
86.903,27.9716,5882.4984,-8.3702
86.9035,27.9716,5916.593,-8.5919
86.904,27.9716,5951.5384,-8.819
86.9045,27.9716,5987.2948,-9.0514
86.9051,27.9716,6023.818,-9.2888
86.9056,27.9716,6061.0588,-9.5309
86.9061,27.9716,6098.9634,-9.7773
86.9066,27.9716,6137.4731,-10.0276
86.9071,27.9716,6176.5249,-10.2814
86.9076,27.9716,6216.0509,-10.5383
86.9081,27.9716,6255.979,-10.7979
86.9086,27.9716,6296.2327,-11.0595
86.9091,27.9716,6336.7314,-11.3228
86.9096,27.9716,6377.3907,-11.587
86.9101,27.9716,6418.1226,-11.8518
86.9106,27.9716,6458.8358,-12.1164
86.9111,27.9716,6499.4357,-12.3803
86.9116,27.9716,6539.8253,-12.6429
86.9121,27.9716,6579.905,-12.9034
86.9126,27.9716,6619.5735,-13.1612
86.9131,27.9716,6658.7276,-13.4157
86.9136,27.9716,6697.2633,-13.6662
86.9141,27.9716,6735.0758,-13.912
86.9146,27.9716,6772.06,-14.1524
86.9152,27.9716,6808.1112,-14.3867
86.9157,27.9716,6843.1252,-14.6143
86.9162,27.9716,6876.9994,-14.8345
86.9167,27.9716,6909.6327,-15.0466
86.9172,27.9716,6940.9263,-15.25
86.9177,27.9716,6970.7841,-15.4441
86.9182,27.9716,6999.1132,-15.6282
86.9187,27.9716,7025.8246,-15.8019
86.9192,27.9716,7050.8333,-15.9644
86.9197,27.9716,7074.0591,-16.1154
86.9202,27.9716,7095.4268,-16.2543
86.9207,27.9716,7114.867,-16.3806
86.9212,27.9716,7132.3162,-16.4941
86.9217,27.9716,7147.7176,-16.5942
86.9222,27.9716,7161.0212,-16.6806
86.9227,27.9716,7172.1851,-16.7532
86.9232,27.9716,7181.1754,-16.8116
86.9237,27.9716,7187.9675,-16.8558
86.9242,27.9716,7192.5471,-16.8856
86.9247,27.9716,7194.9109,-16.9009
86.9253,27.9716,7195.0687,-16.9019
86.9258,27.9716,7193.0458,-16.8888
86.9263,27.9716,7188.8833,-16.8617
86.9268,27.9716,7182.6426,-16.8212
86.9273,27.9716,7174.4072,-16.7676
86.9278,27.9716,7164.2861,-16.7019
86.9283,27.9716,7152.4165,-16.6247
86.9288,27.9716,7138.9663,-16.5373
86.9293,27.9716,7124.136,-16.4409
86.9298,27.9716,7108.1586,-16.337
86.9303,27.9716,7091.2982,-16.2274
86.9308,27.9716,7073.8451,-16.114
86.9313,27.9716,7056.1091,-15.9987
86.9318,27.9716,7038.4074,-15.8836
86.9323,27.9716,7021.0508,-15.7708
86.9328,27.9716,7004.3245,-15.6621
86.9333,27.9716,6988.4676,-15.559
86.9338,27.9716,6973.6503,-15.4627
86.9343,27.9716,6959.9509,-15.3737
86.9348,27.9716,6947.3359,-15.2917
86.9354,27.9716,6935.6438,-15.2157
86.9359,27.9716,6924.576,-15.1437
86.9364,27.9716,6913.6969,-15.073
86.9369,27.9716,6902.4444,-14.9999
86.9374,27.9716,6890.151,-14.92
86.9379,27.9716,6876.0769,-14.8285
86.9384,27.9716,6859.4508,-14.7204
86.9389,27.9716,6839.5186,-14.5909
86.9394,27.9716,6815.5938,-14.4354
86.9399,27.9716,6787.1073,-14.2502
86.9404,27.9716,6753.6512,-14.0327
86.9409,27.9716,6715.0124,-13.7816
86.9414,27.9716,6671.1938,-13.4968
86.9419,27.9716,6622.4195,-13.1797
86.9424,27.9716,6569.1255,-12.8333
86.9429,27.9716,6511.9341,-12.4616
86.9434,27.9716,6451.6175,-12.0695
86.9439,27.9716,6389.0509,-11.6628
86.9444,27.9716,6325.1626,-11.2476
86.9449,27.9716,6260.8821,-10.8297
86.9455,27.9716,6197.0935,-10.4151
86.946,27.9716,6134.5949,-10.0089
86.9465,27.9716,6074.0687,-9.6154
86.947,27.9716,6016.0618,-9.2384
86.9475,27.9716,5960.9776,-8.8804
86.948,27.9716,5909.078,-8.543
86.9485,27.9716,5860.4939,-8.2272
86.949,27.9716,5815.2421,-7.9331
86.9495,27.9716,5773.2459,-7.6601
86.95,27.9716,5734.3578,-7.4073
86.9,27.9721,5715.8934,-7.2873
86.9005,27.9721,5745.3621,-7.4789
86.901,27.9721,5775.861,-7.6771
86.9015,27.9721,5807.3764,-7.8819
86.902,27.9721,5839.8909,-8.0933
86.9025,27.9721,5873.382,-8.311
86.903,27.9721,5907.8232,-8.5349
86.9035,27.9721,5943.1829,-8.7647
86.904,27.9721,5979.4249,-9.0003
86.9045,27.9721,6016.5082,-9.2413
86.9051,27.9721,6054.3866,-9.4875
86.9056,27.9721,6093.0092,-9.7386
86.9061,27.9721,6132.3203,-9.9941
86.9066,27.9721,6172.259,-10.2537
86.9071,27.9721,6212.7598,-10.5169
86.9076,27.9721,6253.7525,-10.7834
86.9081,27.9721,6295.1621,-11.0526
86.9086,27.9721,6336.9094,-11.3239
86.9091,27.9721,6378.9109,-11.5969
86.9096,27.9721,6421.0789,-11.871
86.9101,27.9721,6463.3223,-12.1456
86.9106,27.9721,6505.5461,-12.42
86.9111,27.9721,6547.6525,-12.6937
86.9116,27.9721,6589.5408,-12.966
86.9121,27.9721,6631.1077,-13.2362
86.9126,27.9721,6672.2481,-13.5036
86.9131,27.9721,6712.8551,-13.7676
86.9136,27.9721,6752.8207,-14.0273
86.9141,27.9721,6792.0363,-14.2822
86.9146,27.9721,6830.3928,-14.5316
86.9152,27.9721,6867.7817,-14.7746
86.9157,27.9721,6904.095,-15.0106
86.9162,27.9721,6939.2261,-15.239
86.9167,27.9721,6973.0703,-15.459
86.9172,27.9721,7005.5251,-15.6699
86.9177,27.9721,7036.4908,-15.8712
86.9182,27.9721,7065.8712,-16.0622
86.9187,27.9721,7093.574,-16.2422
86.9192,27.9721,7119.511,-16.4108
86.9197,27.9721,7143.5991,-16.5674
86.9202,27.9721,7165.7607,-16.7114
86.9207,27.9721,7185.9238,-16.8425
86.9212,27.9721,7204.0231,-16.9601
86.9217,27.9721,7220.0001,-17.064
86.9222,27.9721,7233.8041,-17.1537
86.9227,27.9721,7245.3929,-17.2291
86.9232,27.9721,7254.7333,-17.2898
86.9237,27.9721,7261.8027,-17.3357
86.9242,27.9721,7266.5901,-17.3668
86.9247,27.9721,7269.0978,-17.3831
86.9253,27.9721,7269.3426,-17.3847
86.9258,27.9721,7267.3613,-17.3718
86.9263,27.9721,7263.2086,-17.3449
86.9268,27.9721,7256.9634,-17.3043
86.9273,27.9721,7248.7308,-17.2508
86.9278,27.9721,7238.6456,-17.1852
86.9283,27.9721,7226.8746,-17.1087
86.9288,27.9721,7213.6185,-17.0225
86.9293,27.9721,7199.1122,-16.9282
86.9298,27.9721,7183.6227,-16.8275
86.9303,27.9721,7167.4453,-16.7224
86.9308,27.9721,7150.895,-16.6148
86.9313,27.9721,7134.2959,-16.5069
86.9318,27.9721,7117.9649,-16.4008
86.9323,27.9721,7102.1935,-16.2983
86.9328,27.9721,7087.2258,-16.201
86.9333,27.9721,7073.2348,-16.11
86.9338,27.9721,7060.2989,-16.0259
86.9343,27.9721,7048.3813,-15.9485
86.9348,27.9721,7037.3127,-15.8765
86.9354,27.9721,7026.7825,-15.8081
86.9359,27.9721,7016.3386,-15.7402
86.9364,27.9721,7005.3982,-15.6691
86.9369,27.9721,6993.27,-15.5903
86.9374,27.9721,6979.1879,-15.4987
86.9379,27.9721,6962.3539,-15.3893
86.9384,27.9721,6941.9881,-15.2569
86.9389,27.9721,6917.3812,-15.097
86.9394,27.9721,6887.946,-14.9056
86.9399,27.9721,6853.2626,-14.6802
86.9404,27.9721,6813.1132,-14.4192
86.9409,27.9721,6767.5045,-14.1228
86.9414,27.9721,6716.6727,-13.7924
86.9419,27.9721,6661.0735,-13.431
86.9424,27.9721,6601.3562,-13.0428
86.9429,27.9721,6538.3256,-12.6331
86.9434,27.9721,6472.8933,-12.2078
86.9439,27.9721,6406.0261,-11.7732
86.9444,27.9721,6338.6923,-11.3355
86.9449,27.9721,6271.8129,-10.9008
86.9455,27.9721,6206.2201,-10.4744
86.946,27.9721,6142.6259,-10.0611
86.9465,27.9721,6081.6022,-9.6644
86.947,27.9721,6023.5718,-9.2872
86.9475,27.9721,5968.8112,-8.9313
86.948,27.9721,5917.4605,-8.5975
86.9485,27.9721,5869.5417,-8.286
86.949,27.9721,5824.98,-7.9964
86.9495,27.9721,5783.6267,-7.7276
86.95,27.9721,5745.2827,-7.4783
86.9,27.9726,5734.4301,-7.4078
86.9005,27.9726,5764.9577,-7.6062
86.901,27.9726,5796.5524,-7.8116
86.9015,27.9726,5829.2003,-8.0238
86.902,27.9726,5862.883,-8.2427
86.9025,27.9726,5897.5775,-8.4683
86.903,27.9726,5933.2562,-8.7002
86.9035,27.9726,5969.8864,-8.9383
86.904,27.9726,6007.4306,-9.1823
86.9045,27.9726,6045.8463,-9.432
86.9051,27.9726,6085.0857,-9.6871
86.9056,27.9726,6125.0961,-9.9471
86.9061,27.9726,6165.8196,-10.2118
86.9066,27.9726,6207.1934,-10.4808
86.9071,27.9726,6249.1495,-10.7535
86.9076,27.9726,6291.615,-11.0295
86.9081,27.9726,6334.5126,-11.3083
86.9086,27.9726,6377.7599,-11.5894
86.9091,27.9726,6421.2705,-11.8723
86.9096,27.9726,6464.9537,-12.1562
86.9101,27.9726,6508.7149,-12.4406
86.9106,27.9726,6552.4559,-12.725
86.9111,27.9726,6596.0752,-13.0085
86.9116,27.9726,6639.4686,-13.2905
86.9121,27.9726,6682.529,-13.5704
86.9126,27.9726,6725.1476,-13.8475
86.9131,27.9726,6767.2137,-14.1209
86.9136,27.9726,6808.6153,-14.39
86.9141,27.9726,6849.2399,-14.6541
86.9146,27.9726,6888.9747,-14.9123
86.9152,27.9726,6927.7069,-15.1641
86.9157,27.9726,6965.325,-15.4086
86.9162,27.9726,7001.7185,-15.6452
86.9167,27.9726,7036.7788,-15.8731
86.9172,27.9726,7070.3998,-16.0916
86.9177,27.9726,7102.4782,-16.3001
86.9182,27.9726,7132.9145,-16.4979
86.9187,27.9726,7161.613,-16.6845
86.9192,27.9726,7188.4825,-16.8591
86.9197,27.9726,7213.4372,-17.0213
86.9202,27.9726,7236.3966,-17.1706
86.9207,27.9726,7257.2869,-17.3064
86.9212,27.9726,7276.0409,-17.4283
86.9217,27.9726,7292.599,-17.5359
86.9222,27.9726,7306.9101,-17.6289
86.9227,27.9726,7318.9324,-17.7071
86.9232,27.9726,7328.6346,-17.7701
86.9237,27.9726,7335.9975,-17.818
86.9242,27.9726,7341.0152,-17.8506
86.9247,27.9726,7343.6978,-17.868
86.9253,27.9726,7344.0715,-17.8705
86.9258,27.9726,7342.1897,-17.8582
86.9263,27.9726,7338.1237,-17.8318
86.9268,27.9726,7331.9746,-17.7918
86.9273,27.9726,7323.8739,-17.7392
86.9278,27.9726,7313.9867,-17.6749
86.9283,27.9726,7302.5135,-17.6003
86.9288,27.9726,7289.6903,-17.517
86.9293,27.9726,7275.787,-17.4266
86.9298,27.9726,7261.1027,-17.3312
86.9303,27.9726,7245.9578,-17.2327
86.9308,27.9726,7230.6821,-17.1334
86.9313,27.9726,7215.5986,-17.0354
86.9318,27.9726,7201.0046,-16.9405
86.9323,27.9726,7187.1483,-16.8505
86.9328,27.9726,7174.205,-16.7663
86.9333,27.9726,7162.2527,-16.6886
86.9338,27.9726,7151.2499,-16.6171
86.9343,27.9726,7141.0191,-16.5506
86.9348,27.9726,7131.2362,-16.487
86.9354,27.9726,7121.4315,-16.4233
86.9359,27.9726,7110.9999,-16.3555
86.9364,27.9726,7099.2248,-16.279
86.9369,27.9726,7085.3124,-16.1885
86.9374,27.9726,7068.4365,-16.0788
86.9379,27.9726,7047.7899,-15.9446
86.9384,27.9726,7022.6392,-15.7812
86.9389,27.9726,6992.3778,-15.5845
86.9394,27.9726,6956.573,-15.3517
86.9399,27.9726,6915.0021,-15.0815
86.9404,27.9726,6867.6752,-14.7739
86.9409,27.9726,6814.8406,-14.4305
86.9414,27.9726,6756.9745,-14.0543
86.9419,27.9726,6694.7539,-13.6499
86.9424,27.9726,6629.0171,-13.2226
86.9429,27.9726,6560.7137,-12.7786
86.9434,27.9726,6490.8502,-12.3245
86.9439,27.9726,6420.4348,-11.8668
86.9444,27.9726,6350.4271,-11.4118
86.9449,27.9726,6281.6947,-10.965
86.9455,27.9726,6214.9805,-10.5314
86.946,27.9726,6150.8821,-10.1147
86.9465,27.9726,6089.843,-9.718
86.947,27.9726,6032.1545,-9.343
86.9475,27.9726,5977.967,-8.9908
86.948,27.9726,5927.308,-8.6615
86.9485,27.9726,5880.1048,-8.3547
86.949,27.9726,5836.2078,-8.0694
86.9495,27.9726,5795.4152,-7.8042
86.95,27.9726,5757.494,-7.5577
86.9,27.9731,5753.0061,-7.5285
86.9005,27.9731,5784.5947,-7.7339
86.901,27.9731,5817.2875,-7.9464
86.9015,27.9731,5851.0702,-8.166
86.902,27.9731,5885.9236,-8.3925
86.9025,27.9731,5921.824,-8.6259
86.903,27.9731,5958.7428,-8.8658
86.9035,27.9731,5996.6462,-9.1122
86.904,27.9731,6035.4954,-9.3647
86.9045,27.9731,6075.2463,-9.6231
86.9051,27.9731,6115.8496,-9.887
86.9056,27.9731,6157.2506,-10.1561
86.9061,27.9731,6199.3896,-10.43
86.9066,27.9731,6242.2014,-10.7083
86.9071,27.9731,6285.6158,-10.9905
86.9076,27.9731,6329.5574,-11.2761
86.9081,27.9731,6373.9459,-11.5646
86.9086,27.9731,6418.6964,-11.8555
86.9091,27.9731,6463.7193,-12.1482
86.9096,27.9731,6508.9208,-12.442
86.9101,27.9731,6554.2031,-12.7363
86.9106,27.9731,6599.4644,-13.0305
86.9111,27.9731,6644.5999,-13.3239
86.9116,27.9731,6689.5015,-13.6158
86.9121,27.9731,6734.0586,-13.9054
86.9126,27.9731,6778.1586,-14.192
86.9131,27.9731,6821.6867,-14.475
86.9136,27.9731,6864.5274,-14.7534
86.9141,27.9731,6906.564,-15.0267
86.9146,27.9731,6947.6799,-15.2939
86.9152,27.9731,6987.7584,-15.5544
86.9157,27.9731,7026.6841,-15.8074
86.9162,27.9731,7064.3425,-16.0522
86.9167,27.9731,7100.6215,-16.288
86.9172,27.9731,7135.4112,-16.5142
86.9177,27.9731,7168.6049,-16.7299
86.9182,27.9731,7200.0994,-16.9346
86.9187,27.9731,7229.796,-17.1277
86.9192,27.9731,7257.6005,-17.3084
86.9197,27.9731,7283.4242,-17.4763
86.9202,27.9731,7307.1845,-17.6307
86.9207,27.9731,7328.8054,-17.7712
86.9212,27.9731,7348.2185,-17.8974
86.9217,27.9731,7365.3637,-18.0089
86.9222,27.9731,7380.19,-18.1052
86.9227,27.9731,7392.6574,-18.1863
86.9232,27.9731,7402.7379,-18.2518
86.9237,27.9731,7410.4172,-18.3017
86.9242,27.9731,7415.6974,-18.336
86.9247,27.9731,7418.5994,-18.3549
86.9253,27.9731,7419.1608,-18.3585
86.9258,27.9731,7417.4586,-18.3475
86.9263,27.9731,7413.5844,-18.3223
86.9268,27.9731,7407.666,-18.2838
86.9273,27.9731,7399.8664,-18.2331
86.9278,27.9731,7390.385,-18.1715
86.9283,27.9731,7379.4585,-18.1005
86.9288,27.9731,7367.3591,-18.0218
86.9293,27.9731,7354.3895,-17.9375
86.9298,27.9731,7340.8746,-17.8497
86.9303,27.9731,7327.1496,-17.7605
86.9308,27.9731,7313.5432,-17.672
86.9313,27.9731,7300.3576,-17.5863
86.9318,27.9731,7287.8448,-17.505
86.9323,27.9731,7276.1817,-17.4292
86.9328,27.9731,7265.4449,-17.3594
86.9333,27.9731,7255.5876,-17.2953
86.9338,27.9731,7246.4226,-17.2357
86.9343,27.9731,7237.6115,-17.1785
86.9348,27.9731,7228.6652,-17.1203
86.9354,27.9731,7218.9552,-17.0572
86.9359,27.9731,7207.7379,-16.9843
86.9364,27.9731,7194.19,-16.8962
86.9369,27.9731,7177.4554,-16.7875
86.9374,27.9731,7156.6981,-16.6525
86.9379,27.9731,7131.1591,-16.4865
86.9384,27.9731,7100.2114,-16.2854
86.9389,27.9731,7063.4084,-16.0462
86.9394,27.9731,7020.5221,-15.7674
86.9399,27.9731,6971.5654,-15.4492
86.9404,27.9731,6916.7991,-15.0932
86.9409,27.9731,6856.7201,-14.7027
86.9414,27.9731,6792.0342,-14.2822
86.9419,27.9731,6723.6141,-13.8375
86.9424,27.9731,6652.4483,-13.3749
86.9429,27.9731,6579.5846,-12.9013
86.9434,27.9731,6506.0728,-12.4235
86.9439,27.9731,6432.9122,-11.9479
86.9444,27.9731,6361.0069,-11.4805
86.9449,27.9731,6291.1321,-11.0264
86.9455,27.9731,6223.9124,-10.5894
86.946,27.9731,6159.8124,-10.1728
86.9465,27.9731,6099.1393,-9.7784
86.947,27.9731,6042.0542,-9.4074
86.9475,27.9731,5988.5906,-9.0598
86.948,27.9731,5938.678,-8.7354
86.9485,27.9731,5892.1666,-8.4331
86.949,27.9731,5848.8516,-8.1515
86.9495,27.9731,5808.4963,-7.8892
86.95,27.9731,5770.8505,-7.6445
86.9,27.9736,5771.5802,-7.6493
86.9005,27.9736,5804.2298,-7.8615
86.901,27.9736,5838.0206,-8.0811
86.9015,27.9736,5872.9379,-8.3081
86.902,27.9736,5908.9619,-8.5423
86.9025,27.9736,5946.0681,-8.7834
86.903,27.9736,5984.2268,-9.0315
86.9035,27.9736,6023.4032,-9.2861
86.904,27.9736,6063.5572,-9.5471
86.9045,27.9736,6104.6431,-9.8142
86.9051,27.9736,6146.6101,-10.087
86.9056,27.9736,6189.4017,-10.3651
86.9061,27.9736,6232.956,-10.6482
86.9066,27.9736,6277.2057,-10.9358
